answer_md,category,question,url
"You may refer to the steps below to submit instructions on your CPF LIFE monthly payouts.
**For members born in 1957 and after**
You can submit your instructions via the [**Plan my monthly payouts**](https://cpf.gov.sg/payout) service.
**For members born before 1957**
**If you are not on CPF LIFE**
You can apply to join CPF LIFE at any time from 65 to one month before you reach 80 via the [**Apply for CPF LIFE**](https://www.cpf.gov.sg/cpflifeapp)form.
**If you are an existing CPF LIFE member**
There is no need to apply to start your monthly payouts. Payouts will automatically be paid to you from the month you turn 65. If you wish to defer payouts, you can do so via the [**Apply to Defer CPF LIFE Payout**](https://www.cpf.gov.sg/deferlifepayout) form. Please note that you may only defer your CPF LIFE monthly payout up to age 70.
If you deferred your payout previously and would like to start your payout now, you can do so via the [**Apply to Start CPF LIFE Payout**](https://www.cpf.gov.sg/startlifepayout) form.",monthly-payouts,How can I submit my instructions on CPF LIFE monthly payouts? ,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-can-i-submit-my-instructions-on-cpflife-monthly-payouts
"You may use the [Plan my monthly payouts](https://www.cpf.gov.sg/payout) service†to find out more about your monthly payout details, provide your payout instructions and confirm your bank account details.
The Plan my monthly payouts service is available to you three months before you reach 65, and is for members born in 1957 and after.
With this service, you can find out your estimated monthly payouts when you:
* start at 65 or defer to a later age
* join CPF LIFE and/or
* use more of your CPF savings to increase your monthly payouts.",monthly-payouts,I am unsure whether to start my monthly payouts now. How can I find out how much monthly payouts I can receive? ,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-much-payouts-i-can-receive
"**If you are born before 1957 and turned 65 before 2022:**
* To start payout:
1. Login to *my cpf* Online Services with your Singpass
2. Click on My requests > Retirement > ""[Start Monthly Payouts](https://www.cpf.gov.sg/startnonlifepayout)""
* To join CPF LIFE:
1. Login to†*my cpf*†Online Services with your Singpass
2. Click on My requests > CPF LIFE > ""[Apply for CPF LIFE](https://www.cpf.gov.sg/cpflifeapp)""
**If you are born in 1957 and after, and turned/are turning 65 in 2022 and after:**
1. Login to*my cpf*Online Services with your Singpass
2. Click on My Requests > Retirement > [Plan my monthly payouts](https://www.cpf.gov.sg/payout)",monthly-payouts,How do I start my monthly payouts if I am not on CPF LIFE?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-start-my-monthly-payouts-if-i-am-not-on-cpf-life
You can consider this option if your property can be an additional source of retirement income. It is an option to consider if your CPF and personal savings are not enough to provide you with your desired monthly payouts in retirement. Find out more about the [different ways you could monetise your property](/member/faq/retirement-income/monthly-payouts/how-can-i-monetise-my-property-and-which-option-is-suitable-for-me).,monthly-payouts,Why should I consider monetising my property?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/why-should-i-consider-monetising-my-property
"Here are some ways to monetise your property for additional source of retirement income:
**Silver Housing Bonus scheme** If you own an HDB flat and do not mind moving to a 3-room or smaller flat, you can consider the [Silver Housing Bonus scheme](/member/faq/retirement-income/monthly-payouts/what-is-the-silver-housing-bonus-scheme).
**Lease Buyback Scheme** If you prefer to live in your existing flat, you can consider the [Lease Buyback Scheme](/member/faq/retirement-income/monthly-payouts/what-is-the-lease-buyback-scheme).
**Rental** You can consider renting out a spare bedroom, or your entire property if you have an alternative accommodation. If you own a HDB flat, find out more about [renting out a flat/bedroom](https://www.hdb.gov.sg/residential/renting-out-a-flat-bedroom).
If you own a private property, consider speaking to a financial institution or advisor to learn about the different products available in the market that can help you monetise your property and supplement your retirement income, while ageing in place.
As with all important financial decisions, it is important to understand the nature of the monetisation option, and assess your situation and retirement needs before deciding if the option is suitable for you.",monthly-payouts,How can I monetise my property and which option is suitable for me?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-can-i-monetise-my-property-and-which-option-is-suitable-for-me
"The Silver Housing Bonus scheme (SHB) enables you to supplement your retirement income if you're moving to a 3-room or smaller flat.
By participating in the SHB scheme, net proceeds from selling your current flat will be used to top up your Retirement Account to boost your lifelong monthly payouts under [CPF LIFE](/member/retirement-income/monthly-payouts/cpf-life). You can also enjoy a cash bonus of up to $30,000.
Find out more about the [SHB scheme](https://www.hdb.gov.sg/residential/living-in-an-hdb-flat/for-our-seniors/monetising-your-flat-for-retirement/silver-housing-bonus).",monthly-payouts,What is the Silver Housing Bonus scheme?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-is-the-silver-housing-bonus-scheme
"You can apply for the Lease Buyback Scheme or the Silver Housing Bonus scheme through HDB:
[Silver Housing Bonus scheme](https://www.hdb.gov.sg/residential/living-in-an-hdb-flat/for-our-seniors/monetising-your-flat-for-retirement/silver-housing-bonus)
[Lease Buyback Scheme](https://www.hdb.gov.sg/residential/living-in-an-hdb-flat/for-our-seniors/monetising-your-flat-for-retirement/lease-buyback-scheme)",monthly-payouts,How do I apply for Lease Buyback Scheme or Silver Housing Bonus scheme?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-apply-for-lease-buyback-scheme-or-silver-housing-bonus
"You can consider speaking with your financial institution or advisor on the available products in the market that allow you to monetise your private property to supplement your retirement income while ageing in place.
As with all important financial decision, it is important to understand the nature of the product and assess your own risk tolerance and retirement needs/preferences before deciding if the monetisation option is suitable for you.
Alternatively, you can consider renting out a spare bedroom, or your entire property if you have an alternative accommodation. This can provide you with an additional source of retirement income.",monthly-payouts,I live in a private property. Are there ways for me to monetise my property without selling my home?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/ways-to-monetise-my-private-property-while-aging-in-place
"You will continue to receive Additional Monthly Payout (AMP).
Starting from November 2021, any new Retirement Account inflows will automatically be used to increase your CPF LIFE premium. This will allow you to receive higher monthly payouts for life, providing you with greater financial security during your retirement years.",monthly-payouts, I am currently receiving Additional Monthly Payout (AMP). Will my AMP be converted to higher CPF LIFE monthly payouts automatically?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-am-currently-receiving-additional-monthly-payout
"If you are currently under CPF LIFE, your Retirement Account inflows will automatically be used to increase your CPF LIFE premium even after 80, so that you will receive higher CPF LIFE monthly payouts for life.
The cut-off age of 80 only applies to members who are not under CPF LIFE.",monthly-payouts,Currently CPF Board does not allow members above 80 to join CPF LIFE.  What will happen to my Retirement Account inflows after I turn 80?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/currently-cpf-does-not-allow-members-above-80-years-old-to-join-
"To minimise any disruption to your payouts, we will automatically disburse your Special Account and Ordinary Account savings when your Retirement Account savings are depleted.",monthly-payouts,How will the auto-disbursement of Special Account and Ordinary Account savings benefit me?,https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-will-the-auto-disbursement-of-special-account--sa--and-ordin
